	Transaction No.	Security ID - Current	Security Name - Current	Model Portfolio Code	Created Date	Trade Date	Payment Date	Created by User	Business Transaction Code	Elementary Transaction Code	Elementary Transaction Code Name	Settlement Currency Code - Transaction	Net Proceeds PC	Net Proceeds QC	Net Proceeds SC	Settlement Date	Finance Account Name	Nominal	Current Value PC	Current Value QC	SCD_Trx_No	SCDID_CUSIP	Ticket Status ID	Ticket Status	Ticket Type	Ticket Type Name	Trade Date_r	Due_Settlement_Date	Model Portfolio	Investment	Investment Amount	Investment Currency	Send to SCD	Funding Amount	Funding Currency	Creator	CreateDate	SourceSystem	LastUpdatedDateTime	Ticketing_Ticket	diff
75368	20171101063096.0	PD1000341	WorldStrides LOTL	MPD1000341	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	-5331.52	-4135.85	-4135.85	20171031.0	INTEREST RECEIVABLE DIR PRIV DEBT	0.0	0.0	0.0	75368	PD1000341	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPD1000341	WorldStrides LOTL	4135.85000	USD	Yes	4135.85000	USD	 	2017-11-01 19:53:53.767	WSO	2017-11-03 17:27:38.387	75368	-8271.7
75368	20171101063096.0	PD1000341	WorldStrides LOTL	MPD1000341	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	-5331.52	-4135.85	-4135.85	20171031.0	INTEREST INC FGN DIR PRIV DEBT	0.0	0.0	0.0	75368	PD1000341	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPD1000341	WorldStrides LOTL	4135.85000	USD	Yes	4135.85000	USD	 	2017-11-01 19:53:53.767	WSO	2017-11-03 17:27:38.387	75368	-8271.7
75369	20171102000063.0	IN1000043	Corporate Expenses - Infrastructure (Singapore)	MIN1000043	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	128.91	128.91	100.0	20171031.0	DUE TO BROKER EM INFRASTRUCTURE	0.0	0.0	0.0	75369	IN1000043	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000043	Corporate Expenses - Infrastructure (Singapore)	128.91000	CAD	Yes	100.00000	USD	Gavadza, Olena	2017-11-02 08:45:21.707	Investran	2017-11-03 15:00:03.607	75369	0.0
75369	20171102000063.0	IN1000043	Corporate Expenses - Infrastructure (Singapore)	MIN1000043	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	128.91	128.91	100.0	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75369	IN1000043	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000043	Corporate Expenses - Infrastructure (Singapore)	128.91000	CAD	Yes	100.00000	USD	Gavadza, Olena	2017-11-02 08:45:21.707	Investran	2017-11-03 15:00:03.607	75369	0.0
75369	20171102000063.0	IN1000043	Corporate Expenses - Infrastructure (Singapore)	MIN1000043	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	128.91	128.91	100.0	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75369	IN1000043	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000043	Corporate Expenses - Infrastructure (Singapore)	128.91000	CAD	Yes	100.00000	USD	Gavadza, Olena	2017-11-02 08:45:21.707	Investran	2017-11-03 15:00:03.607	75369	0.0
75369	20171102000063.0	IN1000043	Corporate Expenses - Infrastructure (Singapore)	MIN1000043	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	128.91	128.91	100.0	20171031.0	OTH INV EXP EM INFRASTRUCTURE	0.0	0.0	0.0	75369	IN1000043	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000043	Corporate Expenses - Infrastructure (Singapore)	128.91000	CAD	Yes	100.00000	USD	Gavadza, Olena	2017-11-02 08:45:21.707	Investran	2017-11-03 15:00:03.607	75369	0.0
75372	20171102000067.0	PD1000314	Corporate Expenses - PCI (VCC)	MPD1000314	20171102.0	20171101.0	20171101.0	Server job user	GenCost	General Cost	General Cost	USD	-35703.28	-35703.28	-28235.1	20171101.0		0.0	0.0	0.0	75372	PD1000314	6	Manual	2	Cash Distribution	2017-11-01 00:00:00.000	2017-11-01 00:00:00.000	MPD1000314	Corporate Expenses - PCI (VCC)	35703.28000	CAD	Yes	28235.10000	USD	Gavadza, Olena	2017-11-02 08:53:49.037		2017-11-03 15:01:04.663	75372	-71406.56
75373	20171102000106.0	FS1000342	Resolute Fund III, L.P.	MFS1000342	20171108.0	20171103.0	20171103.0	Batch job user	GenCost	General Cost	General Cost	USD	-492392.3	-385555.0	-385555.0	20171103.0		0.0	0.0	0.0	75373	FS1000342	1	Pending approval by {0}	2	Cash Distribution	2017-11-03 00:00:00.000	2017-11-03 00:00:00.000	MFS1000342	Resolute Fund III, L.P.	385555.00000	USD	Yes	385555.00000	USD	Petergeorge, Anderson	2017-11-02 09:30:40.927	Investran	2017-11-08 09:59:03.290	75373	-771110.0
75374	20171102000107.0	PR1000127	Corporate Expenses - Natural Resources (VCC)	MPR1000127	20171107.0	20171109.0	20171109.0	Server job user	GenCost	General Cost	General Cost	CAD	5839.86	5839.86	5839.86	20171109.0		0.0	0.0	0.0	75374	PR1000127	6	Manual	1	Capital Call	2017-11-09 00:00:00.000	2017-11-09 00:00:00.000	MPR1000127	Corporate Expenses - Natural Resources (VCC)	5839.86000	CAD	Yes	5839.86000	CAD	Hassan, Sohaib	2017-11-02 09:37:06.387	Investran	2017-11-07 16:12:11.300	75374	0.0
75375	20171102000119.0	FS1000241	EnCap Energy Capital Fund VIII-C, L.P	MFS1000241	20171102.0	20171114.0	20171114.0	Server job user	GenCost	General Cost	General Cost	USD	2237207.84	1735413.13	1735413.13	20171114.0		0.0	0.0	0.0	75375	FS1000241	3	Approved pending payment {0}	1	Capital Call	2017-11-14 00:00:00.000	2017-11-14 00:00:00.000	MFS1000241	EnCap Energy Capital Fund VIII-C, L.P.	1735413.13000	USD	Yes	1735413.13000	USD	2017/11/14	2017-11-02 09:40:41.600	Investran	2017-11-02 12:49:39.047	75375	0.0
75376	20171102000157.0	PD1000314	Corporate Expenses - PCI (VCC)	MPD1000314	20171107.0	20171109.0	20171109.0	Server job user	GenCost	General Cost	General Cost	GBP	20506.77	20506.77	12000.0	20171109.0		0.0	0.0	0.0	75376	PD1000314	6	Manual	1	Capital Call	2017-11-09 00:00:00.000	2017-11-09 00:00:00.000	MPD1000314	Corporate Expenses - PCI (VCC)	20506.77000	CAD	Yes	12000.00000	GBP	Hassan, Sohaib	2017-11-02 09:43:38.240		2017-11-07 15:33:11.893	75376	0.0
75377	20171102000169.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	13762.89	13762.89	13762.89	20171031.0	DUE TO SUB-INV EXP-AMEX DIR PRIV DEBT	0.0	0.0	0.0	75377	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	13762.89000	CAD	Yes	13762.89000	CAD	Gavadza, Olena	2017-11-02 09:45:46.840		2017-11-03 15:04:54.287	75377	0.0
75377	20171102000169.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	13762.89	13762.89	13762.89	20171031.0	DUE TO SUB-INV EXP-AMEX DIR PRIV DEBT	0.0	0.0	0.0	75377	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	13762.89000	CAD	Yes	13762.89000	CAD	Gavadza, Olena	2017-11-02 09:45:46.840		2017-11-03 15:04:54.287	75377	0.0
75377	20171102000169.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	13762.89	13762.89	13762.89	20171031.0	DUE TO SUB-INV EXP-AMEX DIR PRIV DEBT	0.0	0.0	0.0	75377	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	13762.89000	CAD	Yes	13762.89000	CAD	Gavadza, Olena	2017-11-02 09:45:46.840		2017-11-03 15:04:54.287	75377	0.0
75377	20171102000169.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	13762.89	13762.89	13762.89	20171031.0	OTH INV EXP FGN DIR PRIV DEBT	0.0	0.0	0.0	75377	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	13762.89000	CAD	Yes	13762.89000	CAD	Gavadza, Olena	2017-11-02 09:45:46.840		2017-11-03 15:04:54.287	75377	0.0
75377	20171102000169.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	13762.89	13762.89	13762.89	20171031.0	TRNS TAX & OTH FGN DIR PRIV DEBT	0.0	0.0	0.0	75377	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	13762.89000	CAD	Yes	13762.89000	CAD	Gavadza, Olena	2017-11-02 09:45:46.840		2017-11-03 15:04:54.287	75377	0.0
75377	20171102000169.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	13762.89	13762.89	13762.89	20171031.0	TRNS TAX & OTH FGN DIR PRIV DEBT	0.0	0.0	0.0	75377	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	13762.89000	CAD	Yes	13762.89000	CAD	Gavadza, Olena	2017-11-02 09:45:46.840		2017-11-03 15:04:54.287	75377	0.0
75378	20171102000205.0	PR1000127	Corporate Expenses - Natural Resources (VCC)	MPR1000127	20171107.0	20171110.0	20171110.0	Server job user	GenCost	General Cost	General Cost	EUR	7496.08	7496.08	5005.59	20171110.0		0.0	0.0	0.0	75378	PR1000127	6	Manual	1	Capital Call	2017-11-10 00:00:00.000	2017-11-10 00:00:00.000	MPR1000127	Corporate Expenses - Natural Resources (VCC)	7496.08000	CAD	Yes	5005.59000	EUR	Hassan, Sohaib	2017-11-02 09:50:07.060	Investran	2017-11-07 13:17:11.927	75378	0.0
75379	20171102000208.0	FS1000490	Fountainvest China Capital Partners Fund III, L.P.	MFS1000490	20171103.0	20171109.0	20171109.0	Server job user	GenCost	General Cost	General Cost	USD	23595918.09	121088433.0	18227973.4	20171109.0		0.0	0.0	0.0	75379	FS1000490	4	Closed	1	Capital Call	2017-11-09 00:00:00.000	2017-11-09 00:00:00.000	MFS1000490	Fountainvest China Capital Partners Fund III, L.P.	121088433.00000	CNY	Yes	18227974.00000	USD	 	2017-11-02 09:54:12.297	Investran	2017-11-03 01:36:03.603	75379	0.0
75382	20171102000220.0	PDI100057	LongPoint Minerals Equity	MPDI100057	20171107.0	20171109.0	20171109.0	Server job user	GenCost	General Cost	General Cost	CAD	51.4	39.87	51.4	20171109.0		0.0	0.0	0.0	75382	PDI100057	6	Manual	1	Capital Call	2017-11-09 00:00:00.000	2017-11-09 00:00:00.000	MPDI100057	LongPoint Minerals Equity	39.87000	USD	Yes	51.40000	CAD	Hassan, Sohaib	2017-11-02 10:40:48.897		2017-11-07 15:35:32.027	75382	0.0
75384	20171102000226.0	FS1000347	TPG Asia VI, L.P.	MFS1000347	20171106.0	20171031.0	20171031.0	Judy Kim	GenCost	General Cost	General Cost	USD	0.0	0.0	0.0	20171031.0	MANAGEMENT FEES EM PRIV EQUITY	0.0	0.0	0.0	75384	FS1000347	6	Manual	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MFS1000347	TPG Asia VI L.P.	0.00000	USD	Yes	0.00000	USD	Chih, Joey	2017-11-02 10:54:58.540	Investran	2017-11-02 11:08:12.030	75384	0.0
75384	20171102000226.0	FS1000347	TPG Asia VI, L.P.	MFS1000347	20171106.0	20171031.0	20171031.0	Judy Kim	GenCost	General Cost	General Cost	USD	0.0	0.0	0.0	20171031.0	COST OF INVESTMENT EM PRIV EQUITY	0.0	0.0	0.0	75384	FS1000347	6	Manual	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MFS1000347	TPG Asia VI L.P.	0.00000	USD	Yes	0.00000	USD	Chih, Joey	2017-11-02 10:54:58.540	Investran	2017-11-02 11:08:12.030	75384	0.0
75385	20171102000227.0	PDI100057	LongPoint Minerals Equity	MPDI100057	20171107.0	20171109.0	20171109.0	Server job user	GenCost	General Cost	General Cost	USD	4894.26	3796.5	3796.5	20171109.0		0.0	0.0	0.0	75385	PDI100057	6	Manual	1	Capital Call	2017-11-09 00:00:00.000	2017-11-09 00:00:00.000	MPDI100057	LongPoint Minerals Equity	3796.50000	USD	Yes	3796.50000	USD	Hassan, Sohaib	2017-11-02 10:58:49.487		2017-11-07 15:34:45.910	75385	0.0
75386	20171106000313.0	IN1000052	Corporate Expenses - Infrastructure (VCC)	MIN1000052	20171107.0	20171110.0	20171110.0	Server job user	GenCost	General Cost	General Cost	AUD	2745.64	2745.64	2810.7	20171110.0		0.0	0.0	0.0	75386	IN1000052	6	Manual	1	Capital Call	2017-11-10 00:00:00.000	2017-11-10 00:00:00.000	MIN1000052	Corporate Expenses - Infrastructure (VCC)	2745.64000	CAD	Yes	2810.70000	AUD	Hassan, Sohaib	2017-11-02 11:02:21.963	Investran	2017-11-07 13:54:50.450	75386	0.0
75387	20171102000234.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	6996.32	6996.32	5427.29	20171031.0	DUE TO CDN ENTITIES (AMERICA INC) DIR PRIV DEBT	0.0	0.0	0.0	75387	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	6996.32000	CAD	Yes	5427.29000	USD	Gavadza, Olena	2017-11-02 11:07:43.797		2017-11-03 15:05:18.750	75387	0.0
75387	20171102000234.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	6996.32	6996.32	5427.29	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75387	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	6996.32000	CAD	Yes	5427.29000	USD	Gavadza, Olena	2017-11-02 11:07:43.797		2017-11-03 15:05:18.750	75387	0.0
75387	20171102000234.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	6996.32	6996.32	5427.29	20171031.0	OTH INV EXP FGN DIR PRIV DEBT	0.0	0.0	0.0	75387	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	6996.32000	CAD	Yes	5427.29000	USD	Gavadza, Olena	2017-11-02 11:07:43.797		2017-11-03 15:05:18.750	75387	0.0
75387	20171102000234.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	6996.32	6996.32	5427.29	20171031.0	TRNS TAX & OTH FGN DIR PRIV DEBT	0.0	0.0	0.0	75387	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	6996.32000	CAD	Yes	5427.29000	USD	Gavadza, Olena	2017-11-02 11:07:43.797		2017-11-03 15:05:18.750	75387	0.0
75387	20171102000234.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	6996.32	6996.32	5427.29	20171031.0	DUE TO CDN ENTITIES (AMERICA INC) DIR PRIV DEBT	0.0	0.0	0.0	75387	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	6996.32000	CAD	Yes	5427.29000	USD	Gavadza, Olena	2017-11-02 11:07:43.797		2017-11-03 15:05:18.750	75387	0.0
75387	20171102000234.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	6996.32	6996.32	5427.29	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75387	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	6996.32000	CAD	Yes	5427.29000	USD	Gavadza, Olena	2017-11-02 11:07:43.797		2017-11-03 15:05:18.750	75387	0.0
75388	20171102000237.0	FS1000065	GCM Grosvenor CPPIB Mid-Mkt Fund II	M12899Q929	20171102.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	0.0	0.0	0.0	20171031.0	OTH INV EXP FGN PRIV EQUITY	0.0	0.0	0.0	75388	12899Q929	6	Manual	9	Adjustment	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M12899Q929	GCM Grosvenor CPP Investment Board Mid-Market Opportunities Fund II, L.P	0.00000	USD	Yes	0.00000	USD	Wong, Andrew	2017-11-02 11:21:13.260	Investran	2017-11-02 16:30:14.877	75388	0.0
75388	20171102000237.0	FS1000065	GCM Grosvenor CPPIB Mid-Mkt Fund II	M12899Q929	20171102.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	0.0	0.0	0.0	20171031.0	MANAGEMENT FEES FGN PRIV EQUITY	0.0	0.0	0.0	75388	12899Q929	6	Manual	9	Adjustment	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M12899Q929	GCM Grosvenor CPP Investment Board Mid-Market Opportunities Fund II, L.P	0.00000	USD	Yes	0.00000	USD	Wong, Andrew	2017-11-02 11:21:13.260	Investran	2017-11-02 16:30:14.877	75388	0.0
75389	20171102000241.0	IN1000031	Grupo Costanera (Spa)	MIN1000031	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CLP	32.15	15860.0	15860.0	20171031.0	OTH INV EXP EM INFRASTRUCTURE	0.0	0.0	0.0	75389	IN1000031	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000031	Grupo Costanera (SPA)	15860.00000	CLP	Yes	15860.00000	CLP	Gavadza, Olena	2017-11-02 11:42:25.017	Investran	2017-11-03 15:04:07.110	75389	0.0
75389	20171102000241.0	IN1000031	Grupo Costanera (Spa)	MIN1000031	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CLP	32.15	15860.0	15860.0	20171031.0	DUE TO BROKER EM INFRASTRUCTURE	0.0	0.0	0.0	75389	IN1000031	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000031	Grupo Costanera (SPA)	15860.00000	CLP	Yes	15860.00000	CLP	Gavadza, Olena	2017-11-02 11:42:25.017	Investran	2017-11-03 15:04:07.110	75389	0.0
75390	20171102000242.0	IN1000031	Grupo Costanera (Spa)	MIN1000031	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	83.66	41267.0	64.9	20171031.0	DUE TO BROKER EM INFRASTRUCTURE	0.0	0.0	0.0	75390	IN1000031	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000031	Grupo Costanera (SPA)	41267.00000	CLP	Yes	64.90000	USD	Gavadza, Olena	2017-11-02 11:42:25.497	Investran	2017-11-03 15:01:34.000	75390	0.0
75390	20171102000242.0	IN1000031	Grupo Costanera (Spa)	MIN1000031	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	83.66	41267.0	64.9	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75390	IN1000031	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000031	Grupo Costanera (SPA)	41267.00000	CLP	Yes	64.90000	USD	Gavadza, Olena	2017-11-02 11:42:25.497	Investran	2017-11-03 15:01:34.000	75390	0.0
75390	20171102000242.0	IN1000031	Grupo Costanera (Spa)	MIN1000031	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	83.66	41267.0	64.9	20171031.0	OTH INV EXP EM INFRASTRUCTURE	0.0	0.0	0.0	75390	IN1000031	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000031	Grupo Costanera (SPA)	41267.00000	CLP	Yes	64.90000	USD	Gavadza, Olena	2017-11-02 11:42:25.497	Investran	2017-11-03 15:01:34.000	75390	0.0
75390	20171102000242.0	IN1000031	Grupo Costanera (Spa)	MIN1000031	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	83.66	41267.0	64.9	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75390	IN1000031	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000031	Grupo Costanera (SPA)	41267.00000	CLP	Yes	64.90000	USD	Gavadza, Olena	2017-11-02 11:42:25.497	Investran	2017-11-03 15:01:34.000	75390	0.0
75391	20171102000243.0	IN1000058	Grupo Costanera (Limitada 2)	MIN1000034	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CLP	33.03	16291.0	16291.0	20171031.0	OTH INV EXP EM INFRASTRUCTURE	0.0	0.0	0.0	75391	IN1000058	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000034	Grupo Costanera (Limitada 2)	16291.00000	CLP	Yes	16291.00000	CLP	Gavadza, Olena	2017-11-02 11:42:26.133	Investran	2017-11-03 15:02:47.767	75391	0.0
75391	20171102000243.0	IN1000058	Grupo Costanera (Limitada 2)	MIN1000034	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CLP	33.03	16291.0	16291.0	20171031.0	DUE TO BROKER EM INFRASTRUCTURE	0.0	0.0	0.0	75391	IN1000058	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000034	Grupo Costanera (Limitada 2)	16291.00000	CLP	Yes	16291.00000	CLP	Gavadza, Olena	2017-11-02 11:42:26.133	Investran	2017-11-03 15:02:47.767	75391	0.0
75392	20171102000244.0	PR1000085	Dorna - CPPIB (Hong Kong) Limited	MPR1000085	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	EUR	89.22	59.41	59.41	20171031.0	DUE TO BROKER FGN PRIV EQUITY	0.0	0.0	0.0	75392	PR1000085	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000085	Dorna Sports Management (CPPIB HKCo)	59.41000	EUR	Yes	59.41000	EUR	Gavadza, Olena	2017-11-02 11:42:26.707	Investran	2017-11-03 15:01:58.227	75392	0.0
75392	20171102000244.0	PR1000085	Dorna - CPPIB (Hong Kong) Limited	MPR1000085	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	EUR	89.22	59.41	59.41	20171031.0	OTH INV EXP FGN PRIV EQUITY	0.0	0.0	0.0	75392	PR1000085	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000085	Dorna Sports Management (CPPIB HKCo)	59.41000	EUR	Yes	59.41000	EUR	Gavadza, Olena	2017-11-02 11:42:26.707	Investran	2017-11-03 15:01:58.227	75392	0.0
75394	20171102000541.0	FS1000001	Advent International GPE V-C (PIP)	M910RUD900	20171102.0	20171103.0	20171103.0	Server job user	GenCost	General Cost	General Cost	EUR	-107122.52	-72201.0	-72201.0	20171103.0		0.0	0.0	0.0	75394	910RUD900	1	Pending approval by {0}	2	Cash Distribution	2017-11-03 00:00:00.000	2017-11-03 00:00:00.000	M910RUD900	Advent International GPE V - C (PIP)	72201.00000	EUR	Yes	72201.00000	EUR	Shen, Carlin	2017-11-02 12:14:12.413	Investran	2017-11-03 17:14:19.017	75394	-144402.0
75395	20171102000552.0	FS1000002	Advent International GPE V-G L.P.	M99UNJJ909	20171106.0	20171103.0	20171103.0	Batch job user	GenCost	General Cost	General Cost	EUR	-5871172.22	-3957193.0	-3957193.0	20171103.0		0.0	0.0	0.0	75395	99UNJJ909	1	Pending approval by {0}	2	Cash Distribution	2017-11-03 00:00:00.000	2017-11-03 00:00:00.000	M99UNJJ909	Advent International GPE V-G, L.P.	3957193.00000	EUR	Yes	3957193.00000	EUR	Brown, Delaney	2017-11-02 12:20:19.967	Investran	2017-11-06 09:24:15.640	75395	-7914386.0
75396	20171102000554.0	PR1000052	Corporate Expenses - Luxco PI'ng	MPR1000052	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	253497.44	168802.81	196646.83	20171031.0	DUE TO BROKER FGN PRIV EQUITY	0.0	0.0	0.0	75396	PR1000052	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000052	Corporate Expenses - Luxco PI'ng	168802.81000	EUR	Yes	196646.83000	USD	Gavadza, Olena	2017-11-02 12:20:43.037	Investran	2017-11-03 15:03:19.383	75396	0.0
75396	20171102000554.0	PR1000052	Corporate Expenses - Luxco PI'ng	MPR1000052	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	253497.44	168802.81	196646.83	20171031.0	DUE TO BROKER FGN PRIV EQUITY	0.0	0.0	0.0	75396	PR1000052	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000052	Corporate Expenses - Luxco PI'ng	168802.81000	EUR	Yes	196646.83000	USD	Gavadza, Olena	2017-11-02 12:20:43.037	Investran	2017-11-03 15:03:19.383	75396	0.0
75396	20171102000554.0	PR1000052	Corporate Expenses - Luxco PI'ng	MPR1000052	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	253497.44	168802.81	196646.83	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75396	PR1000052	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000052	Corporate Expenses - Luxco PI'ng	168802.81000	EUR	Yes	196646.83000	USD	Gavadza, Olena	2017-11-02 12:20:43.037	Investran	2017-11-03 15:03:19.383	75396	0.0
75396	20171102000554.0	PR1000052	Corporate Expenses - Luxco PI'ng	MPR1000052	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	253497.44	168802.81	196646.83	20171031.0	OTH INV EXP FGN PRIV EQUITY	0.0	0.0	0.0	75396	PR1000052	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000052	Corporate Expenses - Luxco PI'ng	168802.81000	EUR	Yes	196646.83000	USD	Gavadza, Olena	2017-11-02 12:20:43.037	Investran	2017-11-03 15:03:19.383	75396	0.0
